,code,age,level,subject,evaluation,mark
146,326b29650c9c33820917598b30d24a246c06e8780369b4a123276f564f2eaaa5,17.25, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"14,50"
147,326b29650c9c33820917598b30d24a246c06e8780369b4a123276f564f2eaaa5,17.25, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"19,50"
148,326b29650c9c33820917598b30d24a246c06e8780369b4a123276f564f2eaaa5,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"19,00"
149,326b29650c9c33820917598b30d24a246c06e8780369b4a123276f564f2eaaa5,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"16,00"
150,e3b08d70bb276addeb9e9bf02879896619a78258bf266b1f3a91299b20049740,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"12,25"
151,e3b08d70bb276addeb9e9bf02879896619a78258bf266b1f3a91299b20049740,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"13,75"
152,e3b08d70bb276addeb9e9bf02879896619a78258bf266b1f3a91299b20049740,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"13,00"
153,e3b08d70bb276addeb9e9bf02879896619a78258bf266b1f3a91299b20049740,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"15,25"
154,e3b08d70bb276addeb9e9bf02879896619a78258bf266b1f3a91299b20049740,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"15,00"
155,48c76bc479db5468e8613b336ed6263c8d65c59c4a85ab9043439b3ca724ba08,16.75, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"10,00"
156,48c76bc479db5468e8613b336ed6263c8d65c59c4a85ab9043439b3ca724ba08,16.75, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"06,50"
157,48c76bc479db5468e8613b336ed6263c8d65c59c4a85ab9043439b3ca724ba08,16.75, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"12,00"
158,48c76bc479db5468e8613b336ed6263c8d65c59c4a85ab9043439b3ca724ba08,16.75, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"10,00"
159,48c76bc479db5468e8613b336ed6263c8d65c59c4a85ab9043439b3ca724ba08,16.75, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"11,00"
160,953fe1fa2d7dfb411e47b50ade920d37175cb2a960647ae757fb6bbf58fc4b70,17.25, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"16,00"
161,953fe1fa2d7dfb411e47b50ade920d37175cb2a960647ae757fb6bbf58fc4b70,17.25, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"10,50"
162,953fe1fa2d7dfb411e47b50ade920d37175cb2a960647ae757fb6bbf58fc4b70,17.25, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"14,00"
163,953fe1fa2d7dfb411e47b50ade920d37175cb2a960647ae757fb6bbf58fc4b70,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"15,25"
164,953fe1fa2d7dfb411e47b50ade920d37175cb2a960647ae757fb6bbf58fc4b70,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"13,00"
165,fd4f4a4a4d4c904700e830985ab8b46dd92429903906ddb7ebc64a7c525ad316,17.0, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"13,25"
166,fd4f4a4a4d4c904700e830985ab8b46dd92429903906ddb7ebc64a7c525ad316,17.0, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"07,50"
167,fd4f4a4a4d4c904700e830985ab8b46dd92429903906ddb7ebc64a7c525ad316,17.0, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"13,00"
168,fd4f4a4a4d4c904700e830985ab8b46dd92429903906ddb7ebc64a7c525ad316,17.0, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"11,00"
169,fd4f4a4a4d4c904700e830985ab8b46dd92429903906ddb7ebc64a7c525ad316,17.0, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"11,00"
170,2c303c5af04836578ed15472cb38da119b25ba2dc7c891a844d258da6bad2f44,17.0, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"09,50"
171,2c303c5af04836578ed15472cb38da119b25ba2dc7c891a844d258da6bad2f44,17.0, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"13,00"
172,2c303c5af04836578ed15472cb38da119b25ba2dc7c891a844d258da6bad2f44,17.0, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"13,00"
173,2c303c5af04836578ed15472cb38da119b25ba2dc7c891a844d258da6bad2f44,17.0, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"13,00"
174,2c303c5af04836578ed15472cb38da119b25ba2dc7c891a844d258da6bad2f44,17.0, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"11,00"
175,eaf3c9ea0c1863cc1251ac36c0443fdca05a7455d404ef2760a3e2f861aa6630,17.25, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"15,25"
176,eaf3c9ea0c1863cc1251ac36c0443fdca05a7455d404ef2760a3e2f861aa6630,17.25, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"14,25"
177,eaf3c9ea0c1863cc1251ac36c0443fdca05a7455d404ef2760a3e2f861aa6630,17.25, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"16,00"
178,eaf3c9ea0c1863cc1251ac36c0443fdca05a7455d404ef2760a3e2f861aa6630,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"15,25"
179,eaf3c9ea0c1863cc1251ac36c0443fdca05a7455d404ef2760a3e2f861aa6630,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"15,00"
180,2b755b671c8bda7d584bc6a92a8677c191d02ac2fd736cb1a5e621e67834e296,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"13,75"
181,2b755b671c8bda7d584bc6a92a8677c191d02ac2fd736cb1a5e621e67834e296,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"11,50"
182,2b755b671c8bda7d584bc6a92a8677c191d02ac2fd736cb1a5e621e67834e296,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"16,00"
183,2b755b671c8bda7d584bc6a92a8677c191d02ac2fd736cb1a5e621e67834e296,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"13,00"
184,2b755b671c8bda7d584bc6a92a8677c191d02ac2fd736cb1a5e621e67834e296,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"14,00"
185,aee0425fdc3a3909786f53cac99fa8504f09098e758eefe62a851ecda6b5ca0e,16.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"17,25"
186,aee0425fdc3a3909786f53cac99fa8504f09098e758eefe62a851ecda6b5ca0e,16.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"12,75"
187,aee0425fdc3a3909786f53cac99fa8504f09098e758eefe62a851ecda6b5ca0e,16.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"15,00"
188,aee0425fdc3a3909786f53cac99fa8504f09098e758eefe62a851ecda6b5ca0e,16.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"12,50"
189,aee0425fdc3a3909786f53cac99fa8504f09098e758eefe62a851ecda6b5ca0e,16.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"11,00"
190,404912962244a4be83172573832c9dcc0df022f8a6c5988cb061205689c4ee44,17.083333333333332, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"06,50"
191,404912962244a4be83172573832c9dcc0df022f8a6c5988cb061205689c4ee44,17.083333333333332, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"03,00"
192,404912962244a4be83172573832c9dcc0df022f8a6c5988cb061205689c4ee44,17.083333333333332, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"10,50"
193,404912962244a4be83172573832c9dcc0df022f8a6c5988cb061205689c4ee44,17.083333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"07,00"
194,404912962244a4be83172573832c9dcc0df022f8a6c5988cb061205689c4ee44,17.083333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"10,00"
195,2b69642b9d7dcb724b592ae7993dc46e1de58ef8ee062f3339545f5f3a6b2040,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"12,25"
196,2b69642b9d7dcb724b592ae7993dc46e1de58ef8ee062f3339545f5f3a6b2040,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"10,00"
197,2b69642b9d7dcb724b592ae7993dc46e1de58ef8ee062f3339545f5f3a6b2040,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"17,00"
198,2b69642b9d7dcb724b592ae7993dc46e1de58ef8ee062f3339545f5f3a6b2040,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"12,50"
199,2b69642b9d7dcb724b592ae7993dc46e1de58ef8ee062f3339545f5f3a6b2040,16.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"10,00"
200,8ce7c227c91b744f0d7764aa9e643492714fdacd77ca432b37c36593de6b5281,18.333333333333332, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"15,25"
201,8ce7c227c91b744f0d7764aa9e643492714fdacd77ca432b37c36593de6b5281,18.333333333333332, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"16,25"
202,8ce7c227c91b744f0d7764aa9e643492714fdacd77ca432b37c36593de6b5281,18.333333333333332, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"13,25"
203,8ce7c227c91b744f0d7764aa9e643492714fdacd77ca432b37c36593de6b5281,18.333333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"16,50"
204,8ce7c227c91b744f0d7764aa9e643492714fdacd77ca432b37c36593de6b5281,18.333333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"16,00"
205,957b80a5460a2f81fec7fe9656ab0a3cd967a807d4c5aef42282621d53933646,17.25, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"17,00"
206,957b80a5460a2f81fec7fe9656ab0a3cd967a807d4c5aef42282621d53933646,17.25, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"13,00"
207,957b80a5460a2f81fec7fe9656ab0a3cd967a807d4c5aef42282621d53933646,17.25, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"12,00"
208,957b80a5460a2f81fec7fe9656ab0a3cd967a807d4c5aef42282621d53933646,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"13,50"
209,957b80a5460a2f81fec7fe9656ab0a3cd967a807d4c5aef42282621d53933646,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"15,00"
210,53f5878e01e257b3e44da2c7e0a6f204cd442ef1ac037773ff3fc339a90fdc03,17.25, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"16,75"
211,53f5878e01e257b3e44da2c7e0a6f204cd442ef1ac037773ff3fc339a90fdc03,17.25, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"12,50"
212,53f5878e01e257b3e44da2c7e0a6f204cd442ef1ac037773ff3fc339a90fdc03,17.25, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"17,00"
213,53f5878e01e257b3e44da2c7e0a6f204cd442ef1ac037773ff3fc339a90fdc03,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"15,25"
214,53f5878e01e257b3e44da2c7e0a6f204cd442ef1ac037773ff3fc339a90fdc03,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"15,00"
215,d5a02888a7535414798b87f4954e6be209ac9a9e56f4af011cf436c9be10598d,17.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"09,50"
216,d5a02888a7535414798b87f4954e6be209ac9a9e56f4af011cf436c9be10598d,17.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"06,00"
217,d5a02888a7535414798b87f4954e6be209ac9a9e56f4af011cf436c9be10598d,17.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"17,00"
218,d5a02888a7535414798b87f4954e6be209ac9a9e56f4af011cf436c9be10598d,17.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"06,00"
219,d5a02888a7535414798b87f4954e6be209ac9a9e56f4af011cf436c9be10598d,17.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"10,00"
220,7d13783a27c8d3898e7504371d053aaf05486b1be6f828860b400084979b8e30,17.083333333333332, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"13,50"
221,7d13783a27c8d3898e7504371d053aaf05486b1be6f828860b400084979b8e30,17.083333333333332, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"03,75"
222,7d13783a27c8d3898e7504371d053aaf05486b1be6f828860b400084979b8e30,17.083333333333332, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"09,50"
223,7d13783a27c8d3898e7504371d053aaf05486b1be6f828860b400084979b8e30,17.083333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"07,75"
224,7d13783a27c8d3898e7504371d053aaf05486b1be6f828860b400084979b8e30,17.083333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"11,00"
225,256a5506d312674984083a5b0f8022faea9912310cfb4daf140721ca70b94474,17.25, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"18,25"
226,256a5506d312674984083a5b0f8022faea9912310cfb4daf140721ca70b94474,17.25, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"14,50"
227,256a5506d312674984083a5b0f8022faea9912310cfb4daf140721ca70b94474,17.25, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"18,75"
228,256a5506d312674984083a5b0f8022faea9912310cfb4daf140721ca70b94474,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"16,75"
229,256a5506d312674984083a5b0f8022faea9912310cfb4daf140721ca70b94474,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"15,00"
230,cc175532a865bd6946a2992a998dd9461c925499665f35f0f5a57e9918bb8cf3,17.583333333333332, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"17,00"
231,cc175532a865bd6946a2992a998dd9461c925499665f35f0f5a57e9918bb8cf3,17.583333333333332, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"15,00"
232,cc175532a865bd6946a2992a998dd9461c925499665f35f0f5a57e9918bb8cf3,17.583333333333332, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"18,50"
233,cc175532a865bd6946a2992a998dd9461c925499665f35f0f5a57e9918bb8cf3,17.583333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"17,00"
234,cc175532a865bd6946a2992a998dd9461c925499665f35f0f5a57e9918bb8cf3,17.583333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"14,00"
235,dc1432f65480871b99784bbe4786f5e8d650c98244fd79dd8ad18b3c86fed9fc,17.333333333333332, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"17,00"
236,dc1432f65480871b99784bbe4786f5e8d650c98244fd79dd8ad18b3c86fed9fc,17.333333333333332, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"12,00"
237,dc1432f65480871b99784bbe4786f5e8d650c98244fd79dd8ad18b3c86fed9fc,17.333333333333332, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"18,25"
238,dc1432f65480871b99784bbe4786f5e8d650c98244fd79dd8ad18b3c86fed9fc,17.333333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"16,75"
239,dc1432f65480871b99784bbe4786f5e8d650c98244fd79dd8ad18b3c86fed9fc,17.333333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"15,00"
240,8ebb255b179180a109e5a2a2db00e1d5541bd67d3eb94f67c628434b7417e9af,16.833333333333332, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"15,00"
241,8ebb255b179180a109e5a2a2db00e1d5541bd67d3eb94f67c628434b7417e9af,16.833333333333332, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
242,8ebb255b179180a109e5a2a2db00e1d5541bd67d3eb94f67c628434b7417e9af,16.833333333333332, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"04,00"
243,8ebb255b179180a109e5a2a2db00e1d5541bd67d3eb94f67c628434b7417e9af,16.833333333333332, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
244,8ebb255b179180a109e5a2a2db00e1d5541bd67d3eb94f67c628434b7417e9af,16.833333333333332, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
245,6ce0e86cfaae6910fca4ec552ee4922e431af950403307f009c724d0bef5bead,16.833333333333332, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"14,50"
246,6ce0e86cfaae6910fca4ec552ee4922e431af950403307f009c724d0bef5bead,16.833333333333332, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
247,6ce0e86cfaae6910fca4ec552ee4922e431af950403307f009c724d0bef5bead,16.833333333333332, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"08,25"
248,6ce0e86cfaae6910fca4ec552ee4922e431af950403307f009c724d0bef5bead,16.833333333333332, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
249,6ce0e86cfaae6910fca4ec552ee4922e431af950403307f009c724d0bef5bead,16.833333333333332, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
250,a73413caeb565cd907a8043f6adfc1c925550752e4975d86955bef4da7ad42c7,17.416666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"09,50"
251,a73413caeb565cd907a8043f6adfc1c925550752e4975d86955bef4da7ad42c7,17.416666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
252,a73413caeb565cd907a8043f6adfc1c925550752e4975d86955bef4da7ad42c7,17.416666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"04,75"
253,a73413caeb565cd907a8043f6adfc1c925550752e4975d86955bef4da7ad42c7,17.416666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
254,a73413caeb565cd907a8043f6adfc1c925550752e4975d86955bef4da7ad42c7,17.416666666666668, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
255,a270a122d0e02f0f724677e5a5a9184ea585d10888a18fc418a76ec9b7dcdb6b,17.666666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"20,00"
256,a270a122d0e02f0f724677e5a5a9184ea585d10888a18fc418a76ec9b7dcdb6b,17.666666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
257,a270a122d0e02f0f724677e5a5a9184ea585d10888a18fc418a76ec9b7dcdb6b,17.666666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"15,00"
258,a270a122d0e02f0f724677e5a5a9184ea585d10888a18fc418a76ec9b7dcdb6b,17.666666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
259,a270a122d0e02f0f724677e5a5a9184ea585d10888a18fc418a76ec9b7dcdb6b,17.666666666666668, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
260,f7cb7340f85fa860183e33cd854f3a9fb6511e9f4e36a0f4565c4a254e5ece0d,17.666666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"13,00"
261,f7cb7340f85fa860183e33cd854f3a9fb6511e9f4e36a0f4565c4a254e5ece0d,17.666666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
262,f7cb7340f85fa860183e33cd854f3a9fb6511e9f4e36a0f4565c4a254e5ece0d,17.666666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"12,25"
263,f7cb7340f85fa860183e33cd854f3a9fb6511e9f4e36a0f4565c4a254e5ece0d,17.666666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
264,f7cb7340f85fa860183e33cd854f3a9fb6511e9f4e36a0f4565c4a254e5ece0d,17.666666666666668, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
265,c6b4b32bfc85f5fd215e3d2bfc47a4c7fd3558a07b57b261e8118771c359d844,17.916666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"19,50"
266,c6b4b32bfc85f5fd215e3d2bfc47a4c7fd3558a07b57b261e8118771c359d844,17.916666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
267,c6b4b32bfc85f5fd215e3d2bfc47a4c7fd3558a07b57b261e8118771c359d844,17.916666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"15,75"
268,c6b4b32bfc85f5fd215e3d2bfc47a4c7fd3558a07b57b261e8118771c359d844,17.916666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
269,c6b4b32bfc85f5fd215e3d2bfc47a4c7fd3558a07b57b261e8118771c359d844,17.916666666666668, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
270,6907631589c52a642555338017e319169c006373ca000c4b63ee5b0939f63b58,17.083333333333332, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"07,50"
271,6907631589c52a642555338017e319169c006373ca000c4b63ee5b0939f63b58,17.083333333333332, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
272,6907631589c52a642555338017e319169c006373ca000c4b63ee5b0939f63b58,17.083333333333332, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"02,25"
273,6907631589c52a642555338017e319169c006373ca000c4b63ee5b0939f63b58,17.083333333333332, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
274,6907631589c52a642555338017e319169c006373ca000c4b63ee5b0939f63b58,17.083333333333332, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
275,f3f21e66613184f5dc4b69167f570093e624a2d0f7bdbb8d0d4bcf54e0eacb9e,17.166666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"15,00"
276,f3f21e66613184f5dc4b69167f570093e624a2d0f7bdbb8d0d4bcf54e0eacb9e,17.166666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
277,f3f21e66613184f5dc4b69167f570093e624a2d0f7bdbb8d0d4bcf54e0eacb9e,17.166666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"02,75"
278,f3f21e66613184f5dc4b69167f570093e624a2d0f7bdbb8d0d4bcf54e0eacb9e,17.166666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
279,f3f21e66613184f5dc4b69167f570093e624a2d0f7bdbb8d0d4bcf54e0eacb9e,17.166666666666668, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
280,aace3fd2ff98c5613580c194af8acf9916c4b2428264b0b04c00ff3c121c5b02,18.25, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"12,00"
281,aace3fd2ff98c5613580c194af8acf9916c4b2428264b0b04c00ff3c121c5b02,18.25, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
282,aace3fd2ff98c5613580c194af8acf9916c4b2428264b0b04c00ff3c121c5b02,18.25, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"09,00"
283,aace3fd2ff98c5613580c194af8acf9916c4b2428264b0b04c00ff3c121c5b02,18.25, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
284,aace3fd2ff98c5613580c194af8acf9916c4b2428264b0b04c00ff3c121c5b02,18.25, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
285,04ac206a9a4ad4bf46d275e2362b4366906d83efb80a3f91f9909cc98c24f21a,17.5, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"12,25"
286,04ac206a9a4ad4bf46d275e2362b4366906d83efb80a3f91f9909cc98c24f21a,17.5, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
287,04ac206a9a4ad4bf46d275e2362b4366906d83efb80a3f91f9909cc98c24f21a,17.5, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"03,00"
288,04ac206a9a4ad4bf46d275e2362b4366906d83efb80a3f91f9909cc98c24f21a,17.5, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
289,04ac206a9a4ad4bf46d275e2362b4366906d83efb80a3f91f9909cc98c24f21a,17.5, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
290,58c96362b93470b16b92d5cd38bdd7f5d290bd29b7a7805e08fceeafd9d09c4f,17.416666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"15,50"
291,58c96362b93470b16b92d5cd38bdd7f5d290bd29b7a7805e08fceeafd9d09c4f,17.416666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
292,58c96362b93470b16b92d5cd38bdd7f5d290bd29b7a7805e08fceeafd9d09c4f,17.416666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"04,00"
293,58c96362b93470b16b92d5cd38bdd7f5d290bd29b7a7805e08fceeafd9d09c4f,17.416666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
