,code,age,level,subject,evaluation,mark
35,d7a7aea35d087926e35f85a3f3d8fe85983cf7985ce3d6853ab2fef90a3c405a,17.25, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"14,50"
36,d7a7aea35d087926e35f85a3f3d8fe85983cf7985ce3d6853ab2fef90a3c405a,17.25, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"05,25"
37,d7a7aea35d087926e35f85a3f3d8fe85983cf7985ce3d6853ab2fef90a3c405a,17.25, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"06,75"
38,d7a7aea35d087926e35f85a3f3d8fe85983cf7985ce3d6853ab2fef90a3c405a,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"05,25"
39,d7a7aea35d087926e35f85a3f3d8fe85983cf7985ce3d6853ab2fef90a3c405a,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"09,00"
40,404912962244a4be83172573832c9dcc0df022f8a6c5988cb061205689c4ee44,16.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"07,50"
41,404912962244a4be83172573832c9dcc0df022f8a6c5988cb061205689c4ee44,16.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"02,25"
42,404912962244a4be83172573832c9dcc0df022f8a6c5988cb061205689c4ee44,16.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"05,75"
43,404912962244a4be83172573832c9dcc0df022f8a6c5988cb061205689c4ee44,16.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"03,75"
44,404912962244a4be83172573832c9dcc0df022f8a6c5988cb061205689c4ee44,16.833333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"10,00"
45,cf1ca85b93eed23666f9c7e81a6bf5557ca7a3210f3564f358aa94a0561b9256,16.75, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"16,00"
46,cf1ca85b93eed23666f9c7e81a6bf5557ca7a3210f3564f358aa94a0561b9256,16.75, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"10,75"
47,cf1ca85b93eed23666f9c7e81a6bf5557ca7a3210f3564f358aa94a0561b9256,16.75, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"12,00"
48,cf1ca85b93eed23666f9c7e81a6bf5557ca7a3210f3564f358aa94a0561b9256,16.75, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"12,50"
49,cf1ca85b93eed23666f9c7e81a6bf5557ca7a3210f3564f358aa94a0561b9256,16.75, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"04,50"
50,3380131873b9102da00c6532cb002519aeb52670e376a4a109c5982e57e0f627,17.25, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"14,00"
51,3380131873b9102da00c6532cb002519aeb52670e376a4a109c5982e57e0f627,17.25, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"13,50"
52,3380131873b9102da00c6532cb002519aeb52670e376a4a109c5982e57e0f627,17.25, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"06,25"
53,3380131873b9102da00c6532cb002519aeb52670e376a4a109c5982e57e0f627,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"07,75"
54,3380131873b9102da00c6532cb002519aeb52670e376a4a109c5982e57e0f627,17.25, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"08,50"
55,5211d6062db17ab460e1d99be4635bd1265dd9eaabf2bcb5c8f81fda03cb22c3,17.583333333333332, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"19,00"
56,5211d6062db17ab460e1d99be4635bd1265dd9eaabf2bcb5c8f81fda03cb22c3,17.583333333333332, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"17,00"
57,5211d6062db17ab460e1d99be4635bd1265dd9eaabf2bcb5c8f81fda03cb22c3,17.583333333333332, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"13,00"
58,5211d6062db17ab460e1d99be4635bd1265dd9eaabf2bcb5c8f81fda03cb22c3,17.583333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"17,50"
59,5211d6062db17ab460e1d99be4635bd1265dd9eaabf2bcb5c8f81fda03cb22c3,17.583333333333332, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"15,00"
60,346488aa7091befa4cf47f74aff4bf83ea31b9350b8639ce06082c647d19ef94,17.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"12,00"
61,346488aa7091befa4cf47f74aff4bf83ea31b9350b8639ce06082c647d19ef94,17.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"08,50"
62,346488aa7091befa4cf47f74aff4bf83ea31b9350b8639ce06082c647d19ef94,17.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"06,00"
63,346488aa7091befa4cf47f74aff4bf83ea31b9350b8639ce06082c647d19ef94,17.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"09,50"
64,346488aa7091befa4cf47f74aff4bf83ea31b9350b8639ce06082c647d19ef94,17.916666666666668, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"04,50"
65,1de77fb0a4307b2bd0a6b62e4dcd37df04544a97e001b455dd846d30db1b535c,18.666666666666668, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"19,25"
66,1de77fb0a4307b2bd0a6b62e4dcd37df04544a97e001b455dd846d30db1b535c,18.666666666666668, 2ème Année Bac Sciences Physiques - Option Français,MATHEMATIQUES,National,"13,25"
67,1de77fb0a4307b2bd0a6b62e4dcd37df04544a97e001b455dd846d30db1b535c,18.666666666666668, 2ème Année Bac Sciences Physiques - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"17,50"
68,1de77fb0a4307b2bd0a6b62e4dcd37df04544a97e001b455dd846d30db1b535c,18.666666666666668, 2ème Année Bac Sciences Physiques - Option Français,PHYSIQUE CHIMIE,National,"10,25"
69,1de77fb0a4307b2bd0a6b62e4dcd37df04544a97e001b455dd846d30db1b535c,18.666666666666668, 2ème Année Bac Sciences Physiques - Option Français,PHILOSOPHIE,National,"02,50"
70,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,17.416666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"12,50"
71,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,17.416666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
72,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,17.416666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"08,00"
73,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,17.416666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
74,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,17.416666666666668, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
75,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,17.666666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"14,00"
76,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,17.666666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
77,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,17.666666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"09,00"
78,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,17.666666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
79,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,17.666666666666668, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
80,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,18.0, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"08,00"
81,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,18.0, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
82,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,18.0, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"08,75"
83,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,18.0, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
84,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,18.0, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
85,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,17.75, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"13,37"
86,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,17.75, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
87,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,17.75, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"15,25"
88,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,17.75, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
89,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,17.75, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
90,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,18.416666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"09,00"
91,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,18.416666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
92,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,18.416666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"12,00"
93,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,18.416666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
94,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,18.416666666666668, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
95,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,17.416666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"15,00"
96,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,17.416666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
97,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,17.416666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"04,75"
98,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,17.416666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
99,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,17.416666666666668, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
100,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,16.916666666666668, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"15,75"
101,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,16.916666666666668, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
102,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,16.916666666666668, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"06,00"
103,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,16.916666666666668, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
104,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,16.916666666666668, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
105,d13dbebf3902775b16804852786e57b1066a61e97f7f02e726c22a9b2b68474d,17.0, 2ème Année Bac Sciences Economiques,LANGUE ANGLAISE,National,"12,50"
106,d13dbebf3902775b16804852786e57b1066a61e97f7f02e726c22a9b2b68474d,17.0, 2ème Année Bac Sciences Economiques,HISTOIRE GEOGRAPHIE,National,****
107,d13dbebf3902775b16804852786e57b1066a61e97f7f02e726c22a9b2b68474d,17.0, 2ème Année Bac Sciences Economiques,MATHEMATIQUES,National,"07,25"
108,d13dbebf3902775b16804852786e57b1066a61e97f7f02e726c22a9b2b68474d,17.0, 2ème Année Bac Sciences Economiques,INSTRUCTION ISLAMIQUE,National,****
109,d13dbebf3902775b16804852786e57b1066a61e97f7f02e726c22a9b2b68474d,17.0, 2ème Année Bac Sciences Economiques,ASSIDUITE ET CONDUITE,National,****
110,7a30d07c537b44dd18027f2e88425ccb5f1930d1e458b9df6425182c0aaee2a3,17.0, 2ème Année Bac Sciences Mathématiques A - Option Français,LANGUE ANGLAISE,National,Abs.
111,7a30d07c537b44dd18027f2e88425ccb5f1930d1e458b9df6425182c0aaee2a3,17.0, 2ème Année Bac Sciences Mathématiques A - Option Français,MATHEMATIQUES,National,Abs.
112,7a30d07c537b44dd18027f2e88425ccb5f1930d1e458b9df6425182c0aaee2a3,17.0, 2ème Année Bac Sciences Mathématiques A - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,Abs.
113,7a30d07c537b44dd18027f2e88425ccb5f1930d1e458b9df6425182c0aaee2a3,17.0, 2ème Année Bac Sciences Mathématiques A - Option Français,PHYSIQUE CHIMIE,National,"10,00"
114,7a30d07c537b44dd18027f2e88425ccb5f1930d1e458b9df6425182c0aaee2a3,17.0, 2ème Année Bac Sciences Mathématiques A - Option Français,PHILOSOPHIE,National,Abs.
115,42d9ac9dbcc4bd6840034bd6270530b778189fcf166b84b5b89d168fbac894a7,17.5, 2ème Année Bac Sciences Mathématiques A - Option Français,LANGUE ANGLAISE,National,"14,00"
116,42d9ac9dbcc4bd6840034bd6270530b778189fcf166b84b5b89d168fbac894a7,17.5, 2ème Année Bac Sciences Mathématiques A - Option Français,MATHEMATIQUES,National,"07,00"
117,42d9ac9dbcc4bd6840034bd6270530b778189fcf166b84b5b89d168fbac894a7,17.5, 2ème Année Bac Sciences Mathématiques A - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"09,50"
118,42d9ac9dbcc4bd6840034bd6270530b778189fcf166b84b5b89d168fbac894a7,17.5, 2ème Année Bac Sciences Mathématiques A - Option Français,PHYSIQUE CHIMIE,National,"05,50"
119,42d9ac9dbcc4bd6840034bd6270530b778189fcf166b84b5b89d168fbac894a7,17.5, 2ème Année Bac Sciences Mathématiques A - Option Français,PHILOSOPHIE,National,"16,00"
120,d49a41c0dedf0d8582ff3e06b62b8fdfefd9d3109d9c1effe165673ec19f1304,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,LANGUE ANGLAISE,National,"16,50"
121,d49a41c0dedf0d8582ff3e06b62b8fdfefd9d3109d9c1effe165673ec19f1304,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,MATHEMATIQUES,National,"06,75"
122,d49a41c0dedf0d8582ff3e06b62b8fdfefd9d3109d9c1effe165673ec19f1304,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"08,50"
123,d49a41c0dedf0d8582ff3e06b62b8fdfefd9d3109d9c1effe165673ec19f1304,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,PHYSIQUE CHIMIE,National,"03,00"
124,d49a41c0dedf0d8582ff3e06b62b8fdfefd9d3109d9c1effe165673ec19f1304,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,PHILOSOPHIE,National,"16,50"
125,1103d6b5d44a858efe88c35ad30b4a2885a233756e1577eb2d3f04cbd7245886,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,LANGUE ANGLAISE,National,"14,25"
126,1103d6b5d44a858efe88c35ad30b4a2885a233756e1577eb2d3f04cbd7245886,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,MATHEMATIQUES,National,"08,50"
127,1103d6b5d44a858efe88c35ad30b4a2885a233756e1577eb2d3f04cbd7245886,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"11,00"
128,1103d6b5d44a858efe88c35ad30b4a2885a233756e1577eb2d3f04cbd7245886,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,PHYSIQUE CHIMIE,National,"04,00"
129,1103d6b5d44a858efe88c35ad30b4a2885a233756e1577eb2d3f04cbd7245886,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,PHILOSOPHIE,National,"16,00"
130,fbe6f26f00021e47a71e622f6dd0e7bdddacaf0ff64f1b37323bb794f1fff17d,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,LANGUE ANGLAISE,National,"11,50"
131,fbe6f26f00021e47a71e622f6dd0e7bdddacaf0ff64f1b37323bb794f1fff17d,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,MATHEMATIQUES,National,"11,25"
132,fbe6f26f00021e47a71e622f6dd0e7bdddacaf0ff64f1b37323bb794f1fff17d,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"11,00"
133,fbe6f26f00021e47a71e622f6dd0e7bdddacaf0ff64f1b37323bb794f1fff17d,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,PHYSIQUE CHIMIE,National,"05,00"
134,fbe6f26f00021e47a71e622f6dd0e7bdddacaf0ff64f1b37323bb794f1fff17d,16.833333333333332, 2ème Année Bac Sciences Mathématiques A - Option Français,PHILOSOPHIE,National,"18,00"
135,2d525e3f378124d38b8d1b49851fedf1f21ff31369417263cd54c2d1c6356bb4,16.916666666666668, 2ème Année Bac Sciences Mathématiques A - Option Français,LANGUE ANGLAISE,National,"13,00"
136,2d525e3f378124d38b8d1b49851fedf1f21ff31369417263cd54c2d1c6356bb4,16.916666666666668, 2ème Année Bac Sciences Mathématiques A - Option Français,MATHEMATIQUES,National,"11,50"
137,2d525e3f378124d38b8d1b49851fedf1f21ff31369417263cd54c2d1c6356bb4,16.916666666666668, 2ème Année Bac Sciences Mathématiques A - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"14,00"
138,2d525e3f378124d38b8d1b49851fedf1f21ff31369417263cd54c2d1c6356bb4,16.916666666666668, 2ème Année Bac Sciences Mathématiques A - Option Français,PHYSIQUE CHIMIE,National,"10,25"
139,2d525e3f378124d38b8d1b49851fedf1f21ff31369417263cd54c2d1c6356bb4,16.916666666666668, 2ème Année Bac Sciences Mathématiques A - Option Français,PHILOSOPHIE,National,"15,00"
140,ca02968947662cfa4a41e9914917a57d371182d9e193164efda21044e233e9b0,17.75, 2ème Année Bac Sciences Mathématiques A - Option Français,LANGUE ANGLAISE,National,"11,50"
141,ca02968947662cfa4a41e9914917a57d371182d9e193164efda21044e233e9b0,17.75, 2ème Année Bac Sciences Mathématiques A - Option Français,MATHEMATIQUES,National,"08,00"
142,ca02968947662cfa4a41e9914917a57d371182d9e193164efda21044e233e9b0,17.75, 2ème Année Bac Sciences Mathématiques A - Option Français,"SC. DE LA VIE ET DE LA
TERRE",National,"13,00"
143,ca02968947662cfa4a41e9914917a57d371182d9e193164efda21044e233e9b0,17.75, 2ème Année Bac Sciences Mathématiques A - Option Français,PHYSIQUE CHIMIE,National,"07,00"
144,ca02968947662cfa4a41e9914917a57d371182d9e193164efda21044e233e9b0,17.75, 2ème Année Bac Sciences Mathématiques A - Option Français,PHILOSOPHIE,National,"10,00"
145,326b29650c9c33820917598b30d24a246c06e8780369b4a123276f564f2eaaa5,17.25, 2ème Année Bac Sciences Physiques - Option Français,LANGUE ANGLAISE,National,"18,00"
