,code,age,level,class,semester,subject,evaluation,mark
19,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,ASSIDUITE ET CONDUITE ,Premier  contrôle  ,20.0
20,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,ASSIDUITE ET CONDUITE ,Premier  contrôle  ,20.0
21,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,ASSIDUITE ET CONDUITE ,Premier  contrôle  ,20.0
22,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,ASSIDUITE ET CONDUITE ,Premier  contrôle  ,20.0
23,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,ASSIDUITE ET CONDUITE ,Premier  contrôle  ,20.0
24,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,ASSIDUITE ET CONDUITE ,Premier  contrôle  ,20.0
25,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,ASSIDUITE ET CONDUITE ,Premier  contrôle  ,20.0
26,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,ASSIDUITE ET CONDUITE ,Premier  contrôle  ,20.0
27,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,ASSIDUITE ET CONDUITE ,Premier  contrôle  ,20.0
28,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,18.0
29,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,17.0
30,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,18.0
31,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,18.0
32,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,16.0
33,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,16.0
34,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,18.0
35,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,17.0
36,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,18.0
37,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,17.0
38,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,18.0
39,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,16.0
40,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,17.0
41,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,17.0
42,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
43,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,18.0
44,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
45,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,18.0
46,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,16.0
47,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,16.0
48,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
49,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
50,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,18.0
51,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
52,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,18.0
53,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,16.0
54,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,16.0
55,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
56,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,17.0
57,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,18.0
58,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,17.0
59,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,18.0
60,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,16.0
61,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,17.0
62,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,17.0
63,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,18.0
64,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,17.0
65,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,18.0
66,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,18.0
67,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,16.0
68,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,16.0
69,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Deuxième  semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,18.0
70,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,12.0
71,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,18.25
72,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,14.25
73,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,12.0
74,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,9.25
75,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,11.5
76,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,12.25
77,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,15.0
78,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,17.25
79,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,10.5
80,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,19.0
81,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,13.25
82,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,14.5
83,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,15.5
84,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
85,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,18.0
86,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
87,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,18.0
88,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,16.0
89,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
90,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
91,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
92,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,18.0
93,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
94,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,18.0
95,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,16.0
96,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
97,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Activités intégrées,17.0
98,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,15.0
99,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,17.25
100,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,10.5
101,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,19.0
102,621b4727d071ec80d34c41ce33081ccf425c71f6a9441b2423e2612c36d928ee,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,13.25
103,0a58806653b783522bb901a7fa5345a0ca1ab0eb10fc1062a68a88c16808ec41,15.916666666666666,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,14.5
104,bd5775bac9d596a9d1c7e5568fa840452cc42b35bf974113058df0275933ad9b,16.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Deuxième  contrôle  ,15.5
105,49b4ce71b6b20afb7b44027138e8a0a6cbabceeac954928b16be47f912b3bbf2,17.416666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,12.0
106,ed288aaa3707a90a6de5acaf7ff8d59d17d7d3eab2ec22d2f002cb4584fe29a0,16.666666666666668,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,18.25
107,bedafd43bcbfee1f959d68b91c0575b21c8f61d7833c815b9186c138d464862f,17.0,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,14.25
108,f5faf1f52ba7a61bdb46fd6b722cd8913002de6f415a7990b170fd6b5f644568,16.75,1ère Année Bac Sciences Economiques et Gestion,1BACSEG-1,Premier semestre,COMPTA. ET MATHS. FINANCIERES ,Premier  contrôle  ,12.0
